CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category
720666333,Existing Customer,36,M,3,Unknown,Married,$120K +,Blue
771556308,Existing Customer,26,F,0,High School,Single,Less than $40K,Blue
708931908,Existing Customer,48,M,3,High School,Single,$40K - $60K,Blue
718894233,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue
771544533,Attrited Customer,42,F,5,High School,Married,Unknown,Blue
708927108,Attrited Customer,53,M,2,Graduate,Married,$120K +,Blue
717831783,Existing Customer,58,F,2,Uneducated,Married,Less than $40K,Blue
709288383,Existing Customer,32,M,2,Graduate,Divorced,$80K - $120K,Blue
710813733,Existing Customer,48,M,4,Uneducated,Married,$60K - $80K,Silver
721084833,Existing Customer,48,M,5,High School,Married,$40K - $60K,Silver
711258108,Existing Customer,54,M,1,College,Married,$120K +,Blue
710149008,Existing Customer,59,M,0,High School,Married,Less than $40K,Blue
711902058,Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue
716757033,Existing Customer,37,M,4,Post-Graduate,Married,$40K - $60K,Blue
712688433,Existing Customer,36,M,3,High School,Divorced,$120K +,Blue
713203908,Existing Customer,26,M,0,Uneducated,Single,$40K - $60K,Blue
711772008,Attrited Customer,35,F,3,Graduate,Single,Less than $40K,Blue
708799983,Attrited Customer,40,M,1,Post-Graduate,Married,$60K - $80K,Blue
778882758,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue
709157133,Existing Customer,39,M,1,Unknown,Divorced,$80K - $120K,Blue
741344808,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue
739692933,Existing Customer,46,F,2,Unknown,Single,$40K - $60K,Blue
766429908,Existing Customer,49,M,2,High School,Unknown,$60K - $80K,Blue
802087683,Existing Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue
712491108,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue
714767508,Existing Customer,39,M,2,Graduate,Married,$40K - $60K,Blue
720376008,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue
779126658,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue
793222008,Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue
720812433,Existing Customer,54,M,2,College,Married,$120K +,Blue
717623583,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue
708878508,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue
710043408,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue
789079758,Existing Customer,44,M,4,Doctorate,Unknown,$120K +,Blue
721311333,Existing Customer,32,M,1,High School,Married,Unknown,Blue
710749458,Existing Customer,64,F,0,Doctorate,Married,Less than $40K,Blue
778275783,Existing Customer,37,F,2,Unknown,Unknown,Less than $40K,Blue
799498158,Existing Customer,31,M,1,Post-Graduate,Married,$60K - $80K,Blue
716334258,Existing Customer,49,F,3,Uneducated,Divorced,$40K - $60K,Blue
716075208,Existing Customer,32,F,3,High School,Married,Less than $40K,Blue
780276258,Existing Customer,53,M,2,High School,Married,$120K +,Blue
789282333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue
811571733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue
709429533,Existing Customer,49,F,5,Graduate,Divorced,Unknown,Blue
715247508,Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue
718784358,Existing Customer,34,M,4,Uneducated,Single,$120K +,Blue
751450008,Existing Customer,41,M,1,Post-Graduate,Single,$40K - $60K,Blue
719227233,Existing Customer,27,F,1,Unknown,Single,Less than $40K,Blue
711050058,Existing Customer,33,F,2,Uneducated,Married,$40K - $60K,Blue
779040408,Existing Customer,56,M,2,High School,Married,$120K +,Blue
714024858,Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue
789849108,Existing Customer,35,M,1,Graduate,Single,$60K - $80K,Blue
710391258,Existing Customer,27,M,0,Graduate,Married,$40K - $60K,Blue
718830183,Existing Customer,46,M,1,High School,Single,$60K - $80K,Blue
779696883,Existing Customer,48,M,2,Graduate,Divorced,$60K - $80K,Blue
719249733,Existing Customer,54,M,1,Unknown,Single,$80K - $120K,Blue
737971833,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue
772468983,Existing Customer,36,M,1,Post-Graduate,Married,$80K - $120K,Blue
710990283,Existing Customer,56,M,1,High School,Married,$80K - $120K,Blue
808750458,Existing Customer,32,M,1,Doctorate,Single,$60K - $80K,Blue
719692983,Existing Customer,36,M,2,Doctorate,Married,$60K - $80K,Blue
719125158,Existing Customer,35,F,2,High School,Single,Less than $40K,Silver
787509408,Existing Customer,26,M,0,College,Single,Unknown,Blue
719206308,Existing Customer,32,M,1,High School,Married,$60K - $80K,Blue
717141858,Existing Customer,56,F,2,High School,Single,$40K - $60K,Blue
713172408,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue
720314583,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue
708347583,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue
711006783,Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue
718274283,Existing Customer,35,M,3,College,Single,$60K - $80K,Blue
803977008,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue
715216908,Existing Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue
779611008,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue
811467708,Existing Customer,33,M,2,Graduate,Married,$80K - $120K,Blue
812597508,Existing Customer,39,F,1,High School,Married,$40K - $60K,Blue
718651083,Existing Customer,35,F,2,Graduate,Single,Unknown,Blue
708577308,Existing Customer,43,F,1,Unknown,Divorced,Less than $40K,Blue
813990483,Existing Customer,27,F,0,High School,Married,Less than $40K,Blue
816319008,Existing Customer,52,F,2,Graduate,Single,Unknown,Blue
789627258,Existing Customer,31,M,1,Graduate,Single,$40K - $60K,Blue
713346558,Existing Customer,45,M,4,Graduate,Divorced,$60K - $80K,Blue
708744933,Existing Customer,35,M,2,High School,Married,$60K - $80K,Blue
708828258,Existing Customer,55,M,2,College,Married,$120K +,Blue
713511108,Existing Customer,61,M,1,Uneducated,Married,$40K - $60K,Blue
710208633,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue
824165658,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue
826513233,Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue
788789658,Existing Customer,40,M,5,Unknown,Unknown,$80K - $120K,Blue
717837858,Existing Customer,47,M,5,College,Married,$120K +,Blue
709382958,Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue
716253858,Existing Customer,37,M,5,Post-Graduate,Married,$80K - $120K,Blue
713725683,Existing Customer,36,F,0,College,Single,Less than $40K,Blue
710364258,Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue
816033783,Existing Customer,26,M,0,High School,Single,$60K - $80K,Blue
715065483,Existing Customer,45,F,3,Graduate,Divorced,Less than $40K,Blue
718751133,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue
713983308,Existing Customer,60,M,0,Post-Graduate,Married,$60K - $80K,Blue
718418958,Attrited Customer,30,M,1,Post-Graduate,Divorced,Less than $40K,Blue
779367858,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue
711285633,Existing Customer,33,F,0,Unknown,Single,Unknown,Blue
714974658,Existing Customer,48,F,4,College,Married,Less than $40K,Blue
716374308,Existing Customer,39,M,3,Graduate,Married,$60K - $80K,Blue
713416233,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue
797643708,Existing Customer,47,M,1,High School,Married,$120K +,Blue
808292958,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue
719831958,Existing Customer,49,M,3,College,Single,$120K +,Blue
708860358,Existing Customer,38,M,3,High School,Married,$80K - $120K,Blue
717385983,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue
719049033,Existing Customer,53,M,3,High School,Married,$120K +,Blue
717581658,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue
714347508,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue
803833608,Existing Customer,40,M,3,Uneducated,Single,$40K - $60K,Silver
712576908,Existing Customer,30,M,0,High School,Married,$60K - $80K,Blue
778511733,Existing Customer,42,F,3,College,Single,$40K - $60K,Blue
721464783,Existing Customer,62,F,0,Graduate,Married,Less than $40K,Blue
821179233,Attrited Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue
713126733,Existing Customer,56,M,3,College,Married,$120K +,Blue
719688408,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Silver
779811183,Existing Customer,35,F,3,Uneducated,Married,Less than $40K,Blue
771086208,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue
715217733,Existing Customer,33,F,2,High School,Single,Unknown,Blue
813752433,Attrited Customer,43,F,3,Graduate,Single,Less than $40K,Blue
711876333,Existing Customer,53,M,3,Graduate,Married,$80K - $120K,Blue
715256658,Existing Customer,50,M,2,College,Single,$60K - $80K,Blue
711329658,Existing Customer,30,M,0,High School,Married,$120K +,Blue
710227908,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue
716362008,Existing Customer,37,M,2,Doctorate,Married,$40K - $60K,Blue
714939708,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue
708083283,Attrited Customer,58,M,0,Unknown,Single,$40K - $60K,Blue
719431608,Existing Customer,63,F,0,College,Married,$40K - $60K,Blue
769411758,Existing Customer,43,M,1,Graduate,Single,$60K - $80K,Blue
714248733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue
804481608,Existing Customer,37,F,1,Unknown,Single,Less than $40K,Blue
714631833,Existing Customer,53,M,4,Graduate,Married,$60K - $80K,Blue
769751958,Existing Customer,55,M,3,Unknown,Married,$120K +,Blue
717999183,Existing Customer,36,M,3,High School,Married,$60K - $80K,Blue
713075283,Existing Customer,51,M,3,High School,Single,$120K +,Blue
711561108,Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue
709854483,Existing Customer,35,F,1,High School,Married,Unknown,Blue
713630733,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue
717599283,Existing Customer,57,M,0,Doctorate,Married,$60K - $80K,Blue
806407308,Attrited Customer,54,F,3,College,Single,Unknown,Blue
712730583,Existing Customer,29,M,0,Uneducated,Married,$60K - $80K,Blue
712142733,Existing Customer,37,F,3,Post-Graduate,Married,Less than $40K,Blue
720153258,Existing Customer,53,F,2,College,Single,Less than $40K,Blue
814086333,Existing Customer,36,M,3,College,Married,$40K - $60K,Blue
715524708,Existing Customer,49,M,5,Unknown,Single,$40K - $60K,Silver
713307708,Existing Customer,64,F,0,Unknown,Married,$40K - $60K,Blue
714069858,Existing Customer,53,M,3,Graduate,Married,$60K - $80K,Blue
712789383,Existing Customer,52,M,1,Graduate,Married,$120K +,Blue
787983633,Existing Customer,35,F,3,Uneducated,Married,Less than $40K,Blue
758583708,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue
717130383,Existing Customer,50,M,0,Uneducated,Married,$60K - $80K,Blue
720770883,Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue
716797758,Existing Customer,53,F,2,Unknown,Married,Less than $40K,Blue
713835258,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue
720677733,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Silver
718587858,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue
710263608,Existing Customer,53,F,3,High School,Married,Unknown,Blue
715055433,Existing Customer,36,M,3,Uneducated,Married,$60K - $80K,Blue
715498308,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue
708099183,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue
716452908,Existing Customer,36,F,1,Unknown,Single,Less than $40K,Blue
789959283,Existing Customer,39,M,2,College,Single,$80K - $120K,Blue
713536158,Existing Customer,65,M,1,College,Married,Less than $40K,Blue
716750358,Existing Customer,45,F,1,Unknown,Married,Less than $40K,Blue
815299833,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue
721003008,Attrited Customer,36,F,4,Graduate,Married,Less than $40K,Blue
779883933,Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue
716612958,Existing Customer,35,F,2,College,Married,$40K - $60K,Blue
715859058,Existing Customer,54,M,3,Post-Graduate,Married,$120K +,Blue
772031733,Existing Customer,40,M,4,Graduate,Single,$80K - $120K,Blue
720668358,Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue
778708533,Attrited Customer,26,F,0,High School,Single,$40K - $60K,Blue
719649408,Existing Customer,46,M,2,High School,Married,$60K - $80K,Blue
715457658,Existing Customer,29,F,1,Graduate,Married,Unknown,Blue
711934308,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue
781326483,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue
712557708,Existing Customer,35,M,1,High School,Married,$60K - $80K,Blue
789187908,Existing Customer,56,M,2,Uneducated,Married,$80K - $120K,Blue
773297508,Existing Customer,34,M,3,College,Married,$80K - $120K,Blue
716529258,Existing Customer,42,M,4,Doctorate,Married,$80K - $120K,Blue
708242283,Existing Customer,29,M,1,College,Single,$60K - $80K,Blue
789247458,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue
717100833,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue
716870583,Existing Customer,36,F,3,Unknown,Married,Less than $40K,Blue
719999508,Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue
721236408,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue
720122808,Attrited Customer,52,M,2,High School,Married,$60K - $80K,Silver
716882658,Existing Customer,62,F,2,Graduate,Married,Less than $40K,Blue
713734758,Existing Customer,35,F,2,Graduate,Married,Unknown,Blue
709085358,Existing Customer,36,M,1,Graduate,Single,$60K - $80K,Blue
715785933,Existing Customer,54,M,3,College,Married,$80K - $120K,Blue
717159858,Existing Customer,27,M,1,High School,Single,$60K - $80K,Blue
713259858,Attrited Customer,26,M,0,High School,Single,$40K - $60K,Blue
787516908,Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue
711145008,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue
715013733,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue
717098208,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue
737982408,Existing Customer,33,M,1,College,Single,$80K - $120K,Blue
713216883,Existing Customer,64,F,0,Unknown,Married,Less than $40K,Blue
709361058,Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue
710312658,Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue
773383158,Existing Customer,29,F,1,College,Single,Less than $40K,Blue
716053083,Attrited Customer,33,M,2,Graduate,Married,$120K +,Blue
717667833,Existing Customer,34,M,1,Graduate,Married,$40K - $60K,Blue
716998608,Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,Blue
772086408,Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue
708597558,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue
718011783,Existing Customer,55,M,3,Graduate,Married,$40K - $60K,Blue
714360033,Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue
811005858,Existing Customer,33,F,0,Unknown,Married,Less than $40K,Blue
794485158,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue
708513183,Existing Customer,39,M,1,Uneducated,Married,$40K - $60K,Blue
719353158,Existing Customer,56,M,1,College,Married,$80K - $120K,Blue
711436083,Existing Customer,36,M,1,Graduate,Married,Less than $40K,Blue
780374133,Existing Customer,29,M,1,College,Single,$80K - $120K,Blue
739117233,Existing Customer,57,M,3,High School,Married,$120K +,Blue
708486033,Existing Customer,55,F,3,Post-Graduate,Married,Unknown,Blue
795237183,Existing Customer,51,F,2,Graduate,Married,$40K - $60K,Blue
788788758,Existing Customer,57,F,3,College,Single,Unknown,Blue
709635858,Existing Customer,56,F,3,Graduate,Married,Less than $40K,Blue
789701658,Existing Customer,26,M,0,College,Single,$40K - $60K,Blue
713484483,Existing Customer,36,F,4,Uneducated,Single,Unknown,Silver
711954558,Existing Customer,53,F,3,Graduate,Married,$40K - $60K,Blue
712655583,Existing Customer,41,M,3,Graduate,Married,$40K - $60K,Blue
779686683,Existing Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue
711226758,Existing Customer,51,F,1,College,Divorced,Less than $40K,Blue
713241033,Existing Customer,34,M,0,Graduate,Married,$60K - $80K,Blue
788754108,Existing Customer,65,F,1,Unknown,Single,$40K - $60K,Blue
717013383,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue
712634133,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue
709537683,Attrited Customer,37,M,3,College,Married,$80K - $120K,Blue
778627983,Existing Customer,40,F,3,Graduate,Married,Unknown,Blue
720241758,Existing Customer,55,M,0,Doctorate,Married,$80K - $120K,Blue
720814233,Existing Customer,45,M,4,High School,Unknown,$80K - $120K,Blue
785080308,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue
713358633,Existing Customer,30,M,1,Graduate,Single,$60K - $80K,Blue
720392433,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue
720282558,Existing Customer,36,M,2,Graduate,Single,$80K - $120K,Silver
821370858,Existing Customer,39,M,1,Graduate,Married,$40K - $60K,Blue
799249833,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue
713016633,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue
814471983,Existing Customer,42,M,3,High School,Divorced,$80K - $120K,Blue
779612808,Existing Customer,61,M,1,Graduate,Married,$40K - $60K,Blue
716692683,Existing Customer,31,M,1,College,Single,$40K - $60K,Blue
790145733,Attrited Customer,40,M,3,College,Single,$80K - $120K,Silver
716038533,Existing Customer,42,F,3,Graduate,Unknown,Less than $40K,Blue
714421233,Existing Customer,54,F,0,Graduate,Married,Less than $40K,Blue
709783908,Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue
812788233,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue
772452783,Existing Customer,43,M,3,Unknown,Married,$40K - $60K,Blue
714002658,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue
713464983,Existing Customer,45,F,2,Graduate,Unknown,$40K - $60K,Blue
713910108,Existing Customer,38,M,1,Graduate,Married,$80K - $120K,Blue
808169358,Existing Customer,57,M,2,Uneducated,Single,$40K - $60K,Blue
714013083,Existing Customer,63,F,2,Graduate,Married,$40K - $60K,Blue
715381533,Existing Customer,42,F,4,Post-Graduate,Single,Less than $40K,Blue
717678408,Existing Customer,61,F,1,Doctorate,Married,$40K - $60K,Blue
719143308,Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue
711509658,Attrited Customer,61,M,2,Graduate,Married,$120K +,Blue
757481283,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue
808681158,Existing Customer,57,M,0,Graduate,Married,$80K - $120K,Blue
718867683,Existing Customer,64,M,1,Unknown,Married,Less than $40K,Blue
714618333,Existing Customer,39,F,2,Doctorate,Married,Unknown,Blue
794562783,Existing Customer,28,F,0,Unknown,Single,Unknown,Blue
708208758,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue
794504658,Existing Customer,39,M,1,Unknown,Married,$60K - $80K,Blue
714772758,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue
713830233,Existing Customer,47,F,5,High School,Married,$40K - $60K,Blue
713577483,Existing Customer,47,M,4,Unknown,Married,$80K - $120K,Blue
814513008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue
712765158,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue
714411108,Existing Customer,37,F,3,Graduate,Single,Unknown,Blue
720231108,Existing Customer,57,M,2,Graduate,Single,Less than $40K,Blue
709035708,Existing Customer,38,F,0,Unknown,Married,Less than $40K,Blue
720662508,Existing Customer,39,M,1,Graduate,Married,$120K +,Blue
708623283,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue
813247083,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue
780078333,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue
811915383,Existing Customer,36,M,3,Uneducated,Married,$40K - $60K,Blue
719818983,Attrited Customer,39,M,1,College,Divorced,$80K - $120K,Blue
716349183,Existing Customer,58,F,1,Uneducated,Married,Unknown,Blue
710067183,Existing Customer,28,M,1,High School,Single,Less than $40K,Blue
771234558,Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue
820288233,Existing Customer,26,F,0,Uneducated,Single,Less than $40K,Blue
717511533,Existing Customer,28,M,0,Graduate,Single,Less than $40K,Blue
711642108,Existing Customer,30,F,1,Uneducated,Married,Unknown,Blue
712495233,Existing Customer,31,F,0,Uneducated,Married,Less than $40K,Blue
718484283,Existing Customer,57,M,3,Post-Graduate,Married,$60K - $80K,Blue
717413658,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue
804668658,Attrited Customer,26,F,0,Uneducated,Single,Less than $40K,Blue
715934283,Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue
717499083,Existing Customer,35,M,0,Unknown,Single,$60K - $80K,Blue
715279683,Existing Customer,52,F,2,Uneducated,Married,$40K - $60K,Blue
718971333,Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue
709219533,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue
709150608,Existing Customer,30,F,0,Unknown,Married,Less than $40K,Blue
788259558,Existing Customer,59,M,0,Unknown,Married,Less than $40K,Blue
802464033,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue
712757808,Existing Customer,33,F,2,Uneducated,Married,Less than $40K,Blue
714457083,Existing Customer,52,F,2,High School,Married,Unknown,Blue
713413758,Existing Customer,26,F,1,College,Single,Unknown,Blue
708741633,Existing Customer,52,M,4,High School,Married,$60K - $80K,Blue
714043833,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue
789577833,Existing Customer,56,M,2,Graduate,Married,$120K +,Blue
787570758,Existing Customer,35,M,2,Uneducated,Married,$120K +,Blue
720371733,Existing Customer,58,F,0,Graduate,Married,Less than $40K,Blue
819117183,Existing Customer,34,F,3,Unknown,Married,$40K - $60K,Blue
711776433,Existing Customer,37,M,3,Uneducated,Single,$80K - $120K,Blue
709583133,Existing Customer,53,M,3,Uneducated,Married,$40K - $60K,Blue
719521983,Existing Customer,38,M,2,Uneducated,Married,$40K - $60K,Blue
718415133,Existing Customer,38,M,1,Uneducated,Married,$80K - $120K,Blue
710594358,Existing Customer,28,F,0,Unknown,Single,Less than $40K,Silver
709730508,Existing Customer,39,F,0,High School,Single,Unknown,Blue
720462633,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue
715005558,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue
779993208,Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue
787543008,Existing Customer,37,M,1,Graduate,Single,$40K - $60K,Blue
743265108,Existing Customer,37,M,4,College,Single,$60K - $80K,Blue
713770383,Existing Customer,29,F,0,Uneducated,Divorced,Less than $40K,Blue
712392108,Existing Customer,51,M,3,High School,Married,$60K - $80K,Blue
720145683,Existing Customer,54,M,1,College,Married,$60K - $80K,Blue
714832383,Existing Customer,35,M,0,High School,Single,$80K - $120K,Gold
772706283,Existing Customer,38,F,2,College,Married,$40K - $60K,Blue
795920358,Existing Customer,33,F,2,High School,Married,Less than $40K,Blue
716277558,Existing Customer,45,F,1,Uneducated,Single,Less than $40K,Blue
764776833,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue
710795883,Existing Customer,33,F,3,Uneducated,Married,Less than $40K,Blue
710428308,Existing Customer,55,M,4,High School,Single,$60K - $80K,Blue
721096983,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue
715760733,Existing Customer,58,M,4,High School,Married,$40K - $60K,Blue
718227033,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue
720610008,Attrited Customer,59,M,1,College,Married,$120K +,Blue
719517258,Existing Customer,57,M,4,Unknown,Single,$80K - $120K,Blue
714111333,Existing Customer,55,M,1,High School,Married,$60K - $80K,Blue
717551358,Existing Customer,63,M,0,Graduate,Married,$60K - $80K,Blue
813573333,Existing Customer,60,M,1,High School,Married,Less than $40K,Blue
711709683,Existing Customer,53,F,2,Uneducated,Married,Less than $40K,Blue
712902483,Existing Customer,35,M,3,High School,Married,$60K - $80K,Blue
710893533,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue
719883858,Existing Customer,58,M,2,Graduate,Married,Less than $40K,Blue
719628033,Existing Customer,33,F,1,Post-Graduate,Married,Unknown,Blue
712043433,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue
769095558,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue
816094233,Existing Customer,37,M,1,High School,Married,$120K +,Blue
758417508,Existing Customer,50,F,4,High School,Divorced,Less than $40K,Blue
721234308,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue
717138558,Existing Customer,28,M,0,Post-Graduate,Married,$40K - $60K,Blue
798120858,Existing Customer,37,M,3,Uneducated,Married,$80K - $120K,Blue
709997958,Existing Customer,39,M,3,Graduate,Married,$40K - $60K,Blue
712617408,Existing Customer,31,M,1,Post-Graduate,Single,$40K - $60K,Blue
720158208,Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue
716548083,Existing Customer,39,M,4,Graduate,Married,Less than $40K,Blue
717631008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue
813964383,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Blue
719952408,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue
771028533,Attrited Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver
771823308,Existing Customer,33,F,2,Uneducated,Unknown,Less than $40K,Blue
719854008,Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue
713998233,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue
714746358,Existing Customer,38,M,3,Unknown,Married,$60K - $80K,Blue
713574708,Existing Customer,39,M,3,College,Single,$40K - $60K,Blue
714753258,Existing Customer,34,M,2,Unknown,Married,$60K - $80K,Blue
712004208,Existing Customer,65,M,0,Graduate,Single,Less than $40K,Blue
719621958,Existing Customer,43,M,3,Graduate,Unknown,$60K - $80K,Blue
819610908,Attrited Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue
823948308,Existing Customer,48,M,4,Post-Graduate,Unknown,$40K - $60K,Blue
712064358,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue
816013383,Attrited Customer,65,F,0,Graduate,Divorced,Less than $40K,Blue
758765808,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue
780881358,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Silver
709422183,Existing Customer,58,F,1,Graduate,Married,Less than $40K,Blue
779951058,Existing Customer,54,F,3,High School,Married,Unknown,Blue
809941233,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue
710844408,Existing Customer,38,M,3,Post-Graduate,Married,$60K - $80K,Blue
819002508,Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue
807141183,Existing Customer,34,M,1,Graduate,Married,$120K +,Blue
711119358,Existing Customer,38,M,3,Unknown,Married,$60K - $80K,Blue
808273533,Attrited Customer,39,M,2,High School,Single,$60K - $80K,Blue
716297658,Existing Customer,37,M,2,Graduate,Single,$80K - $120K,Blue
716532258,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue
720540708,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue
720904233,Existing Customer,53,M,0,Graduate,Married,$80K - $120K,Blue
720863133,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue
714957108,Existing Customer,33,F,3,High School,Divorced,Less than $40K,Blue
